comentario,resposta_api
"It’s like a pantomime of a “southern song” almost insulting. The dude shabiozey, he tapped into the true singer songwriter vibes though","I would classify this comment as Mixed/Negative. While the commenter acknowledges that the artist ""tapped into the true singer-songwriter vibes"", they also express disappointment and possibly even offense at the video's portrayal of a ""southern song"", calling it ""almost insulting"". The tone is not purely positive, but rather mixed with both praise and criticism."
"These lyrics are low-IQ, meaningless babble, and this is not country music.","I would classify this comment as Negative. The comment uses strong language to express disapproval of the lyrics and calls them ""meaningless,"" implying that they lack substance or value."
"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤, A living Legend ❤","I would classify this comment as Positive. The commenter uses superlatives such as ""only one"", ""great"", and ""living Legend"" to describe Beyoncé's vocal abilities and overall performance, indicating a strong positive sentiment towards the artist. Additionally, the use of heart emojis (❤) further emphasizes their enthusiasm and admiration for Beyoncé."
The song's good but the fact that she's just doing the same thing over and over again is just so annoying which is why I hated the song and then it grew on me but I still hate the fact that she does the same thing over and over again,"I would classify this comment as Neutral with a hint of Negative. The commenter starts by saying the song is ""good"", indicating a positive sentiment, but then expresses frustration with the artist's repeated style, which turns the tone slightly negative. However, they also mention that the song grew on them, suggesting a neutral or ambivalent attitude towards it overall."
You ain’t broke the internet and you STILL HAVE NOT beat TAYLOR SWIFT…that’s what this is all about. Why make a music video doing the same thing???? Who else u gonna pay to stand up and complain when you don’t win another award,"I would classify this comment as Negative, because it expresses frustration and criticism towards the artist, stating that they have not achieved success (beating Taylor Swift) and implying that their music video is unoriginal and lacks substance."
This is awful it is awful she walks out with practically no shirt on she's trying to sing country when she's not a country girl and after all the allegations that come out I dropped her like a bad habit,"I would classify this comment as Negative. Justification: The commenter uses strong negative language (""awful""), criticizes the artist's appearance, music style, and personal conduct (allegations), and expresses a desire to distance themselves from the artist (dropped her)."
"I personally prefer lil Nas X country, catchy and fun‼️","I would classify this comment as Positive. The commenter explicitly states that they ""prefer"" Lil Nas X's country music, implying a strong liking for the artist's work."
Horrible...her actions dont match the lyrics..its just her showing off her boobs. She needed to be dancing to the song which is quite good. Couldnt watch it.,"I would classify this comment as Negative. The commenter expresses strong dissatisfaction with the video, using words like ""horrible"" and criticizing the artist's performance, calling it ""showing off"" and stating that they couldn't even finish watching it."
"The fact that this even got an award ticks me off, vocals mid, lyrics mid, instrumental mid asf.","I would classify this comment as Negative. The commenter expresses frustration and disappointment with the video's quality, using words like ""ticks me off"" to convey their negative sentiment."
What is the point in this music video worst music video in the world,"I would classify this comment as Negative. Justification: The comment explicitly states that the music video is ""worst"" which indicates strong disapproval and dislike for the content."
not a country song but catchy hip hop,"I would classify this comment as Neutral. The commenter is providing feedback on the genre of the song (it's not country), but their tone is matter-of-fact rather than expressing strong emotions or opinions about the music itself, which makes it neutral."
"So, if I replace the 64's in my raps song for a horse and slip a guitar in with twang in it, I could be country, too?😅🤣😂 She's country like Tracy Adkins is. This has nothing to do with her race either. Black people are the OG cowboys if you don't know. It's just super hard to believe that SHE is in any way country. The big city life Diva over sang in all her old Hip Hop and R&B cuts and now she is over singing in country, too. Whatever. But, how much support would Alan Jackson get if his next album was Gansta Rap? You tell me. M.C. Hammer tried to switch from Gospel Rap to Gansta Rap and he got slaughtered for it. (M.C. Hammer is more gangsta than 99.9% of ""Gangsta Rappers"". For real.)That's in the same genre! Art Official Age as the late, great, greatest of all time, Price put it. (If you don't know, look it up.) There is a reason why Darius Rucker was able to cross over to country; he only had to slightly jump over a narrow gap. Beyonce has an ocean to cross to connect her old to new. But, that's only if you care about authenticity. If not, Beyonce is also the heaviest metal vocalist there has ever been. 🤘Hooray, Beyince!!!! You go , girl!!!","I would classify this comment as Positive, despite some critical comments and humorous sarcasm. The commenter starts by poking fun at the idea of Beyoncé doing country music, but then uses humor to make a point about authenticity and genre-hopping in music. The tone is playful and lighthearted, with phrases like ""You go, girl!!!"" that convey enthusiasm and support for Beyoncé's endeavors."
i dont like how Beyoncé is wearing such reveling clothes.....and worst the vid just goes over ad over again.,"I would classify this comment as Negative. The commenter expresses dislike for Beyoncé's clothing choice and also criticizes the repetition of the video, showing a negative sentiment towards the artist and her music video."
She is washed up in hip hop so she jumps to country! Country don't want a grifting Freak Off freak. This sing is awful. Wake up,"I would classify this comment as Negative. The commenter expresses dislike for the artist's move to country music, calls the song ""awful"", and uses strong language like ""grifting Freak"" to describe the singer, showing a clear negative sentiment towards the content."
My man been overseas 9 months and he finally otw home 😚,"I would classify this comment as Positive. The use of the phrase ""finally otw"" (meaning ""finally on the way"") and the smiley face emoji 😚 convey excitement and joy, indicating that the commenter is pleased about their loved one's return from being away for nine months."
Her country lyrics are so groundbreaking,"I would classify this comment as Positive. Justification: The use of ""groundbreaking"" suggests that the commenter is impressed and admiring of the artist's country lyrics, implying a high level of praise and enthusiasm."
"I love Beyonce, but she never should have won that award for best country music award. There were better country songs with better lyrics. She won it because of who she is, not because of the song. Park your Lexus?  The dive bar we always thought was nice? If anything it was a parody of what country music songs are about. The end that was like R&B...complete BS that she won.","I would classify this comment as Negative. Justification: Although the commenter starts by expressing their love for Beyoncé, they heavily criticize her winning the award, calling it ""complete BS"" and stating that she only won because of who she is, not due to the quality of her song. The tone is overwhelmingly critical and disapproving."
"Wow these lyrics are unbelievably stupid, and don't get me started on the video....","I would classify this comment as Negative. The commenter uses strong language to express their dislike for both the lyrics and the video, indicating a strongly negative sentiment towards the content."
Awful “music.”  Disgraceful to the genre.,"I would classify this comment as Negative. The commenter uses strong language (""Awful"", ""Disgraceful"") to express their dislike for the music, indicating a strongly negative sentiment towards the video."
"Country music originated from African.  A beat and the telling stories to the beat.  Country music is so close to Rap, when they hate each others’ music, they’re fools.  Same with Judaism, Islam and Christianity.  All Abrahamic.  Judaism is older than Christianity did better marketing/war.  Then the youngest religion, Islam, was so ‘cheated,’ they wanted to keep their land.","I would classify this comment as Neutral. The comment's tone is informative, presenting historical facts and comparisons between different music genres and religions without expressing a clear emotional stance or opinion."
Reverb is crazy,"I would classify this comment as Positive. The use of the word ""crazy"" implies enthusiasm and admiration for the reverb effect in the music video, indicating a positive sentiment towards it."
I don’t understand how this album got album of the year when Billie put her heart into all the videos and everything and this girl took a 12 second loop and with the same loop music in the back with different vocals…,"I would classify this comment as Negative. The commenter expresses disappointment and frustration that an artist other than Billie (presumably Eilish) won Album of the Year, implying that their work was less impressive or deserving."
"I hear “ she gives me money, when I’m in need” notes at “ there is tornado in my city”","I would classify this comment as Positive. The commenter seems to be highlighting a personal connection they have with the song's lyrics, indicating that they find the music relatable and meaningful, which suggests a positive sentiment towards the artist and their work."
Universe is here ✨chariot strength and death ⚖temprence as above so below and Malcom stuck in medium,"I would classify this comment as Neutral. The comment appears to be more focused on philosophical concepts and references to various symbols (e.g., chariot, temprence) rather than expressing a clear positive or negative sentiment about the music video itself."
Why the Fuck she dressed like that? Country isn’t about selling your body and the lyrics are terrible,"I would classify this comment as Negative. The commenter expresses strong disapproval of the artist's appearance and music style, using explicit language to convey their dislike."
"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys ❤.A living Legend ❤","I would classify this comment as Positive. The commenter uses superlatives such as ""only one"", ""great"", and ""living legend"" to describe Beyoncé's vocal abilities and performance, while also expressing enthusiasm through the use of emoticons ❤."
This song is annoying as hell,"I would classify this comment as Negative. The phrase ""annoying as hell"" strongly suggests that the commenter has a strong dislike for the song, which is a negative sentiment."
one of the most horrible kitch songs ever. and what about those super bad effects and noises?,"I would classify this comment as Negative. The use of strong language such as ""horrible"" and ""super bad"" to describe the song, effects, and noises indicates a strongly negative sentiment towards the music video."
Tommy Johansson does a funnier upbeat version  Go check him out,"I would classify this comment as Positive. The comment mentions that Tommy Johansson's version is ""funnier"" and ""upbeat"", conveying a sense of enjoyment and enthusiasm for the artist's work."
Power rangers unite. Form the tornado 🌪️ JESUS CHRIST JESUS and let gummy bears bounce power rangers united and fly in the tornado 🌪️ JESUS CHRIST JESUS. Power rangers with the wisdom and power of God JESUS CHRIST sons and daughters. Power rangers unite let us see TRUTH today. Let us speak truth. Let us hear truth. I speak JESUS in everything and everyone wanting to speak JESUS in spirit and TRUTH through prayer wishes hopes dreams visions physical and emotional realms. JESUS lead and guide us and let us all become true power rangers united for you JESUS.,"I classify this comment as Positive, because it expresses a strong sense of unity and devotion to Jesus Christ, using phrases such as ""Power rangers unite"" and ""JESUS CHRIST JESUS"", indicating a positive emotional tone towards the topic of faith and spirituality."
Is there an award for worst music video of all time?,"I would classify this comment as Negative, justifying that it is expressing disappointment or frustration with the music video's quality."
That day the music died!! Worst tune ever.,"I would classify this comment as Negative.

This comment is negative because it expresses strong disapproval of the song by stating that ""the music died"" (a phrase often used to convey death or demise) and calling the tune ""worst ever"", which indicates a high level of dislike or disdain for the song."
el video mas horrible de la historia.. y la cancion mas generica de la historia,"I would classify this comment as Negative. The user describes the video as ""the worst of all time"" and the song as ""the most generic of all time"", expressing strong dislike for both."
one of the worst songs ive ever heard,"I would classify this comment as Negative. The comment explicitly states that the song is ""one of the worst"" they've ever heard, indicating a strong dislike for the music."
I don’t think the song is horrible but Grammy no way I don’t have a problem with her trying something new never a Beyoncé fan but the song is catchy .,"I would classify this comment as Neutral. The commenter states that the song isn't ""horrible"" and finds it ""catchy"", indicating some positive aspects, but also expresses disagreement with the Grammy nomination and reveals they've never been a fan of Beyoncé's music, which suggests some negativity. Overall, the tone is neither overwhelmingly positive nor negative."
"Song is catchy. The video, not so much.","I would classify this comment as Neutral with a hint of Negativity. Although the commenter praises the song's catchiness, their criticism of the video balances out the overall tone, making it more neutral than positive or negative."
"I never heard a song from this whole album, only this annoying one from TikTok ads","I would classify this comment as Negative. The use of the word ""annoying"" to describe the song, as well as the mention of it being featured in TikTok ads (which may be perceived as annoying or intrusive), convey a negative sentiment towards the music."
if this beats the beatles at the grammys im gonna be mad,"I would classify this comment as Negative. The commenter expresses their skepticism that the artist's work will surpass the Beatles' achievements, indicating a negative sentiment towards the possibility of such a feat occurring."
Awful!,"Negative. The use of the word ""Awful"" explicitly expresses a strong negative emotion towards the music video or the artist's performance."
A generic song go back to what you do best,"I would classify this comment as Neutral. The commenter is not expressing a strong emotion or opinion about the song, but rather suggesting that the artist return to their usual style, implying a lack of enthusiasm or criticism."
"the song is ok. it is catchy but that outfit is so ugly, if she is gonna do a country video, dress country in like levi's plaid shirt  cowboy hat and boots, she can show cleavage but damn that outfit hairstyle an makeup look like she was in mad max movie .. might as well be a ho if u are gonna dress like one.. .. that outfit does not fit with the song at all, no way","I would classify this comment as Negative. The commenter's main criticism is the artist's outfit, which they find ""ugly"" and don't think fits the country theme of the video. They also use strong language to express their dislike, calling the outfit ""ho-like."""
This is a piss poor excuse for country wtf happened to the genre for this to win the grammy she's basically stills doing the same music just in a lower tone n to a slightly different style beat it's sad,"I would classify this comment as Negative. The commenter expresses strong disapproval and disappointment with the artist's music, calling it a ""piss poor excuse"" for country and stating that it's ""sad"" what happened to the genre."
Antonette Course,"I would classify this comment as Neutral because it does not express any opinion or emotion about the music video itself, but rather appears to be the name of a person or entity."
After listening to the song i can understand why many (other than the culture war grifters) do not really consider this song to be country. this sounds like slightly less generic mainstream pop which it essentially is to my ears.,"I would classify this comment as Negative, because although the tone is somewhat objective and analytical, the commenter explicitly states that they don't consider the song ""country"" and compares it unfavorably to ""mainstream pop"", conveying a negative sentiment towards the music."
MAMMIE BARRY you tube channel/5#@$MUMMY TOMBSTONE45😮BUY outy c45😢❤🍓🤓⚰️🤡💰📜🙃⚽️♟️♟️♟️♟️♟️⚰️🧤🍓😅😮😢🎉😂❤3,"I would classify this comment as Positive. Despite the presence of some emotive language and unusual characters, the overall tone is enthusiastic and celebratory, with emojis conveying joy, excitement, and love."
what a shit garbage of music😢trash+trash+trash😢its more streptiz then music😂60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊blondie😊police😊u2 and so on....,"I would classify this comment as Negative. Despite mentioning some positive sentiments towards certain artists from the past (e.g., ""60s 70s 80s best music of all time""), the majority of the comment is overwhelmingly critical of the video's music, with strong language like ""shit"", ""garbage"", and ""trash"" being used to express disgust."
"Absolutely stupid video…nothing to do with the lyrics, just selling sex.","I would classify this comment as Negative. The commenter uses strong language (""absolutely stupid"") to express their dislike for the video, feeling it is unrelated to the song's lyrics and is instead focusing on promoting sexuality."
Opening notes remind me of Gretchen Wilson’s Redneck Woman https://youtu.be/82dDnv9zeLs?si=G2FWKp-HCcPxtqn4,"I classify this comment as Positive. The commenter is sharing a positive association with the music video, referencing another song they enjoy and providing a link to it, which suggests enthusiasm and appreciation for the content."
"To all the people saying ""its a visualiser"" what the hell is a visualiser?? Is that the thing we're calling the little looped videos they use for Spotify or something? Can we call it something else given that ""visualiser"" is a generic word?","I would classify this comment as Positive. Despite expressing frustration with others' labeling of the video, the tone is lighthearted and inquiring, showing enthusiasm and passion for the topic rather than anger or negativity."
This song is awful,"I would classify this comment as Negative. The word ""awful"" has a strong negative connotation, indicating that the commenter strongly dislikes the song."
Is this looping worst music video ever but Beyonce is looking good 😂,"I would classify this comment as Neutral with a hint of Positivity. Although the commenter starts by criticizing the music video, they quickly pivot to say that Beyoncé looks good, which adds a positive tone to the overall sentiment. The use of a laughing emoji (😂) also suggests that the commenter is joking and not genuinely upset about the music video."
"Catchy tune, but is this the best they could do for a video?!!!!!😮","I would classify this comment as Neutral with a hint of Sarcasm. Although the commenter calls the song ""catchy"", their tone is more focused on criticizing the music video, which suggests a neutral sentiment overall. The use of the word ""but"" and the exaggerated expression 😮 also imply a dash of sarcasm, making it not entirely positive or negative."
