comentario,resposta_api
This is the worst song Billie has ever been in😭,"I would classify this comment as Negative. The use of the word ""worst"" and the crying emoji 😭 clearly convey a strong negative sentiment towards the song and Billie's involvement in it."
This gives me 2009 vibes I like it ❤!,"I would classify this comment as Positive. The use of the phrase ""I like it"" and the heart emoji (❤) clearly convey a positive sentiment towards the music video."
"While receiving the award Charlie said it how it is, when songs like this go to the top, shows how stuff has gone down hill for lyrics and intellect for the majority :(","I would classify this comment as Negative. The commenter expresses disappointment that songs with low intellectual value are more likely to succeed, implying a decline in music quality and a loss of appreciation for meaningful lyrics."
This is what happens when you sell your soul to the corporate media overlords and old pervy men write your lyrics for you. Complete trash.,"I would classify this comment as Negative. The language used is strongly critical, with phrases like ""sell your soul"" and ""old pervy men"", indicating a strong sense of disapproval and disgust towards the artist and their music."
Rosé is giving Gwen S. vibes in this MV and I couldn't love it anymore,"I would classify this comment as Positive. The user expresses their admiration for the music video (MV) by stating they ""couldn't love it anymore"", implying strong affection and enthusiasm, which is a clear indicator of positivity."
whiplash by aespa vibes!!,"I would classify this comment as Positive. The use of the word ""vibes"" and the exclamation mark at the end convey a sense of enthusiasm and enjoyment, indicating that the commenter enjoyed the music video."
This is so catchy,"I would classify this comment as Positive. The word ""catchy"" has a positive connotation, implying that the commenter enjoys the song's melody and finds it memorable and engaging."
Technologic- Daft punk vibes ✨️,"I would classify this comment as Positive. The use of ✨️ (sparkles) and ""Daft punk vibes"" suggests that the commenter is expressing enthusiasm and admiration for the music video's style, which indicates a positive sentiment."
I’m a gay man and I love these vibes! Billie!!,"I would classify this comment as Positive. The user explicitly states that they ""love"" the vibes and mention their admiration for Billie, conveying a strong sense of enthusiasm and support."
Getting Daft Punk vibes from this one,"I would classify this comment as Positive. The user is expressing admiration for the song's similarity to a well-known and influential electronic music group (Daft Punk), implying that they enjoy the style and sound of the video."
ove how Billie replies to Charli in her verse and it‘s like they are t,"I would classify this comment as Positive. The use of the word ""love"" and the enthusiastic tone (""it's like"") convey a strong positive sentiment towards the music video, specifically the interaction between Billie and Charli."
"Promoting a song with sexualized lyrics about women's underwear while advocating against domestic violence can appear contradictory, as the former may undermine the message of respect and dignity essential to combating the latter. Also the  ""BRAT"" word - It's important to focus on language that respects and empowers individuals rather than diminishes them. we can find a better word then BRAT... Bloody Rat","I would classify this comment as Negative, because it criticizes the song's lyrics and language, calling out potential contradictions and problematic themes, such as objectifying women and using derogatory terms like ""BRAT"". The tone is critical and disapproving."
Is it bad that I'm a dude and I know all the lyrics to this song? lol. LESS GO BILLIE!,"I would classify this comment as Positive. The commenter's self-deprecating humor (""Is it bad..."") is lighthearted, and their enthusiasm for the song (""LESS GO BILLIE!"") conveys a sense of excitement and support for the artist, Billie Eilish."
as an older person seeing what young people like to hear and the story line of underwear as the lyrics to this video. My honest reaction to this video is ewwww,"I would classify this comment as Negative. The commenter explicitly expresses their disgust (""ewwww"") towards the music video, indicating a strong negative sentiment towards the content."
The you wanna Guess it for being serious In this song I go through every emotion,"I would classify this comment as Positive. The commenter expresses enthusiasm and excitement about the song's emotional range, using phrases like ""wanna guess"" and ""go through every emotion"", indicating a strong positive sentiment towards the music."
M to the b kinda beat,"I would classify this comment as Positive. The use of ""kinda"" and ""beat"" suggests that the commenter is expressing enthusiasm and approval for the music video's rhythm and beat."
We need an extended version with another verse the beat is too good the songs just too good to finish 😢xxxx,"I would classify this comment as Positive. The user's enthusiastic tone and repeated use of superlatives (""too good"") indicate their strong appreciation for the song, and they're even requesting more content (an extended version) because they can't get enough! 😊"
this is hot obvi but why did she think the dares sounds were so unique to make him produce this track? like this is deep tech minimalism at its core,"I would classify this comment as Neutral. The commenter starts by expressing their enthusiasm for the music, calling it ""hot"", which suggests a positive sentiment. However, they then pose a question that shows more curiosity and analytical thinking than emotional investment, making the overall tone neutral."
Omg this is such a banger.. when the beat drops after “Charli call me if you’re with it” is everything🙌🏻,"I would classify this comment as Positive. The use of enthusiastic language (""Omg""), enthusiastic emojis (🙌🏻), and phrases like ""such a banger"" indicate a strong positive sentiment towards the music video."
The substance vibes,"I would classify this comment as Positive. The use of the word ""vibes"" implies a strong emotional connection to the music, suggesting that the commenter is enjoying and resonating with the song's energy."
This is the worst song of all time,"I would classify this comment as Negative because it explicitly states that the song is the ""worst"" and expresses a strongly negative sentiment towards it."
I feel srry for billie bc of that one guy off TikTok who tried painting billie as some pred bc of the lyrics of this song as if it’s not about underwear,"I would classify this comment as Positive. The commenter expresses sympathy (using ""srry"" instead of the correct spelling) and support for Billie, implying that they are a fan of hers and want to defend her from unfair criticism."
Not Billie coming in with the hardest verse and a chuckle knowing she about to put us all throughhhh it 😂❤️,"I classify this comment as Positive. The user is expressing enthusiasm and excitement for Billie's upcoming performance, using phrases like ""hardest verse"" and ""put us all throughhhh it"", which convey a sense of anticipation and admiration. The use of emojis like 😂 and ❤️ also adds to the overall positive tone."
charlie and billie make awful music. contributed to the death and crime of no original thoughts,"I would classify this comment as Negative. The commenter explicitly states that Charlie and Billie's music is ""awful"" and implies that it lacks creativity (""no original thoughts""), showing strong disapproval and criticism."
So damn catchy,"I would classify this comment as Positive. The use of the word ""damn"" emphasizes the commenter's strong enthusiasm for the song's catchiness, indicating a strongly positive sentiment."
Nice and safe lyrics (no sarcasm),"I would classify this comment as Neutral. The commenter is expressing a genuine appreciation for the lyrics being ""nice and safe"", without any apparent enthusiasm or criticism, which suggests a neutral tone."
Lyrics in hindi:Kiss colour ke chhadi pahne ko?,"I would classify this comment as Neutral. The comment appears to be asking a question about the lyrics of the song, rather than expressing a positive or negative opinion about the music video itself."
Love this song great video so catchy fun song,"I would classify this comment as Positive. The user explicitly states that they ""love"" the song and think it's ""great"", ""catchy"", and ""fun"", indicating a strong positive sentiment towards the music video."
The first part lyrics  WAS WILD ASF,"Positive: The use of ""WAS WILD"" and ""ASF"" (likely an abbreviation for ""as f***"") suggests excitement and enthusiasm, indicating a positive sentiment towards the music video."
"Beat needs realigning slightly with the vocals in the beginning, but everything after the drop is beautiful!! Awesome work🫶🫶 So cool to hear ST in another great genre!","I would classify this comment as Positive. The comment starts by mentioning a minor criticism (""beat needs realigning""), but the majority of the comment expresses enthusiasm and praise for the video, using words like ""beautiful"", ""awesome work"", and ""so cool"" to describe it."
This is my mffff vibeeee,"I would classify this comment as Positive, because it uses enthusiastic language (e.g., ""vibeeee"") to express excitement and approval towards the video."
Billie's giving young princess nokia vibes,"I would classify this comment as Positive. The commenter is comparing Billie (likely Billie Eilish) to a well-known artist known for her youthful energy and popularity (""young princess nokia""), implying that they have similar qualities or styles, which is a complimentary statement."
"Love the 2016-2018 carefree, sweet but not overly cute vibes, we need more of this vibes from the girls!","I would classify this comment as Positive. The user expresses admiration for the ""carefree"" and ""sweet"" vibe of the music video, and explicitly states that it's something they want to see more of, indicating a positive sentiment towards the content."
"UM IS THE GIRL FROM 360, AKA WAITER VIBES IN THE PARTY SCENE AROUND 0:30-0:40!? 🤯","I would classify this comment as Positive. The use of enthusiastic emojis (🤯) and the excited tone (""UM IS"") convey a sense of surprise and excitement, indicating that the commenter is thrilled to recognize someone from their favorite band (360)."
This gives me peaches vibes so hot!,"I would classify this comment as Positive. The use of the phrase ""so hot"" and the enthusiastic tone convey a strong sense of enthusiasm and appreciation for the music video."
Anyone else getting tatu vibes? 😍😍🥵🥵,"I would classify this comment as Positive. The use of emojis such as 😍 and 🥵, which are often used to express excitement and enthusiasm, suggests that the commenter is expressing a strong positive sentiment towards the music video and its similarities to Tatu's style."
JAMES WTF I NVR KNEW UR VOCALS CAN REACH THE GALAXYS U DID AMAZING BABE,"I would classify this comment as Positive. The user is expressing surprise and admiration for the singer's vocals, using superlatives such as ""AMAZING"" and ""WOW"", which indicates a strongly positive sentiment towards the music video."
I'm really in love with this sonnggg it's such a vibeee🔥🔥🔥🔥,"Positive. The commenter explicitly states they're ""in love"" with the song, uses enthusiastic language (""such a vibe""), and repeats the fire emojis (🔥) to emphasize their excitement."
Okkaaaaayyyyyy 💅🏼lovin’ the vibesssss💖💖💖,"I would classify this comment as Positive. The use of all-caps words like ""OKKAaaaaaaAYYYYYY"" and emojis like 💕️ (which represents love) convey a strong enthusiasm and positivity towards the music video."
Charlie is beatiful ❤,"I would classify this comment as Positive. Justification: The use of the word ""beatiful"" (with an extra ""i"") and the heart symbol ❤️ indicate that the commenter has a strong positive sentiment towards Charlie's appearance or overall presentation in the music video."
The worst song i have ever heard,"Negative.

This comment is classified as negative because it explicitly states that the song is ""the worst"" they've ever heard, conveying a strong sense of dislike."
Anyone else get major Skins vibes from this? Like Effy vibes and the music video reminds me of the house parties in that show,"I would classify this comment as Positive. The user is expressing enthusiasm by saying ""anyone else"" and asking if others have similar feelings, indicating a strong connection with the content. Additionally, they're comparing it favorably to their favorite TV show, which implies a positive association."
Billie single handedly saved this song and probably Charlie’s career because the rest of this album is awful,"I would classify this comment as Positive. Although the commenter uses strong language to criticize the rest of the album, they are praising Billie's contribution to the song and implying that her presence improved it, which has a positive connotation."
This is such a vibe,"I would classify this comment as Positive. The phrase ""such a vibe"" implies that the commenter enjoys the song's atmosphere and mood, indicating a positive sentiment towards the music."
Sick tune Shame lyrics could be better too gender bending for the younger generation how can it be cool to be gay today!!x,"I would classify this comment as Mixed (both Positive and Negative).

The comment starts off positively by calling the song ""sick"" (meaning good or great), but then takes a negative turn by criticizing the lyrics, specifically the gender-bending aspect. The final sentence about it being cool to be gay today is also neutral, as it's an opinion statement rather than a direct expression of sentiment towards the video or its creators."
I hate this song it's always playing on spotify ads and it's annoying asf,"I would classify this comment as Negative. The user explicitly states their dislike for the song, using strong language like ""hate"" and ""annoying asf"", indicating a strongly negative sentiment towards the music."
The beat is amazing!!! Can't get over Yseult 's verse,"I would classify this comment as Positive. The use of superlatives (""amazing"") and exclamation marks convey enthusiasm and admiration for the song's beat and the artist Yseult's verse."
Why is this giving the same vibe as the big bad wolf music video 😭😭,I classify this comment as Positive because it's expressing enthusiasm and admiration for the music video by comparing it to another well-known and popular one. The use of emojis 😭😭 also adds a playful and enthusiastic tone to the comment.
Good vibes,"Positive: This comment expresses a positive sentiment by using the phrase ""good vibes,"" which conveys a feeling of positivity and enjoyment."
"Uma merda essa musica, o clip. Nada tem sentido, uma batida sem ritmo e frases que não fazem sentido co m nada. Não há o que apreciar nessa música, só tempo perdido. Não recomendo.","I would classify this comment as Negative. The use of strong negative language (""merda"" meaning ""crap""), criticism of the music's sense, rhythm, and lyrics, and recommendation against wasting time on it all point to a strongly disapproving sentiment."
"This song has a rush vibe Troye Sivan, i loved❤","I would classify this comment as Positive. The user explicitly states they ""loved"" the song, using the heart symbol ❤ to emphasize their sentiment, indicating a strong positive emotion towards the music video and its artist, Troye Sivan."
Daft Punk's Technologic vibes,"I would classify this comment as Positive. Justification: The mention of ""vibes"" implies a strong emotional connection to the music, indicating a positive sentiment towards the song."
The songs epic but the lyrics scar me for life,"I would classify this comment as Mixed/Neutral with a slightly negative tone. The phrase ""epic"" indicates a positive sentiment towards the song's quality, but the phrase ""scar me for life"" suggests that the lyrics have had a lasting negative impact on the commenter."
PERFECT!!!!!!!!! AMAZING GIVIND MTV 2000 vibes,"I would classify this comment as Positive. The excessive use of ""PERFECT"" and ""AMAZING"" emphasizes the commenter's strong enthusiasm and approval for the music video, with a hint of nostalgia towards the MTV 2000 era."
Bro the lyrics 😭,"I would classify this comment as Positive. The use of ""bro"" and the crying emoji (😭) convey a sense of affection and emotional resonance with the song's lyrics, indicating that the commenter is deeply moved by them."
This autoplayed after listening to Paul McCartney's Temporary Secretary and you know what? Exactly.,"I would classify this comment as Positive. The commenter is expressing a sense of approval and agreement with the song, using ""Exactly"" to emphasize their point, indicating a positive sentiment towards the music video."
bad guy vibe,"I would classify this comment as Positive. The user is expressing enthusiasm for the ""bad guy vibe"" of the song, indicating that they enjoy its edgy or rebellious tone."
"me: ""This is such a banger! wait..."" *realizes the lyrics*","I would classify this comment as Positive with a hint of Negative. The initial excitement and enthusiasm (""This is such a banger!"") suggest a positive sentiment, but the trailing thought (""wait..."") implies some disappointment or surprise upon realizing the lyrics, which tempers the overall positivity."
"Omg this gives me like 2007, 2008 trashy vibes and I love it there needs to be more songs like this","I would classify this comment as Positive. The user expresses enthusiasm for the song and its nostalgic value, using phrases like ""I love it"" and ""there needs to be more songs like this"", indicating a strong positive sentiment towards the music video."
